               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 175,            0.048975,            0.016419,                   0,             0.99727,                   1,               0.995,              0.0995,            0.023817,           0.0090503,                   0,            0.004258,            0.004258,            0.004258
                 176,            0.040749,            0.020143,                   0,             0.99727,                   1,               0.995,              0.0995,            0.023817,           0.0090503,                   0,            0.004225,            0.004225,            0.004225
                 177,            0.015054,            0.013564,                   0,             0.99727,                   1,               0.995,              0.0995,            0.023817,           0.0090503,                   0,            0.004192,            0.004192,            0.004192
                 178,            0.032929,              0.0215,                   0,             0.99727,                   1,               0.995,              0.0995,            0.023817,           0.0090503,                   0,            0.004159,            0.004159,            0.004159
                 179,            0.043125,            0.021018,                   0,             0.99326,                   1,               0.995,              0.0995,            0.022885,           0.0090265,                   0,            0.004126,            0.004126,            0.004126
                 180,            0.035001,            0.023616,                   0,             0.99326,                   1,               0.995,              0.0995,            0.022885,           0.0090265,                   0,            0.004093,            0.004093,            0.004093
                 181,            0.037116,            0.017184,                   0,             0.99326,                   1,               0.995,              0.0995,            0.022885,           0.0090265,                   0,             0.00406,             0.00406,             0.00406
                 182,             0.03541,             0.02232,                   0,             0.99326,                   1,               0.995,              0.0995,            0.022885,           0.0090265,                   0,            0.004027,            0.004027,            0.004027
                 183,            0.039555,            0.019287,                   0,             0.99414,                   1,               0.995,              0.0995,            0.021685,           0.0092468,                   0,            0.003994,            0.003994,            0.003994
                 184,            0.014456,            0.014306,                   0,             0.99414,                   1,               0.995,              0.0995,            0.021685,           0.0092468,                   0,            0.003961,            0.003961,            0.003961
                 185,            0.044767,            0.020851,                   0,             0.99414,                   1,               0.995,              0.0995,            0.021685,           0.0092468,                   0,            0.003928,            0.003928,            0.003928
                 186,             0.03426,            0.021383,                   0,             0.99414,                   1,               0.995,              0.0995,            0.021685,           0.0092468,                   0,            0.003895,            0.003895,            0.003895
                 187,             0.09989,            0.019888,                   0,             0.99537,                   1,               0.995,              0.0995,            0.021711,           0.0091683,                   0,            0.003862,            0.003862,            0.003862
                 188,            0.044958,            0.022097,                   0,             0.99537,                   1,               0.995,              0.0995,            0.021711,           0.0091683,                   0,            0.003829,            0.003829,            0.003829
                 189,            0.051659,            0.017645,                   0,             0.99537,                   1,               0.995,              0.0995,            0.021711,           0.0091683,                   0,            0.003796,            0.003796,            0.003796
                 190,            0.056205,            0.015376,                   0,             0.99537,                   1,               0.995,              0.0995,            0.021711,           0.0091683,                   0,            0.003763,            0.003763,            0.003763
                 191,             0.03326,            0.018101,                   0,             0.99512,                   1,               0.995,              0.0995,            0.020028,           0.0092137,                   0,             0.00373,             0.00373,             0.00373
                 192,            0.036156,            0.022486,                   0,             0.99512,                   1,               0.995,              0.0995,            0.020028,           0.0092137,                   0,            0.003697,            0.003697,            0.003697
                 193,             0.04096,            0.020321,                   0,             0.99512,                   1,               0.995,              0.0995,            0.020028,           0.0092137,                   0,            0.003664,            0.003664,            0.003664
                 194,            0.042054,            0.023403,                   0,             0.99512,                   1,               0.995,              0.0995,            0.020028,           0.0092137,                   0,            0.003631,            0.003631,            0.003631
                 195,            0.031944,            0.019297,                   0,             0.99819,                   1,               0.995,               0.199,            0.019162,           0.0091794,                   0,            0.003598,            0.003598,            0.003598
                 196,            0.015906,            0.014854,                   0,             0.99819,                   1,               0.995,               0.199,            0.019162,           0.0091794,                   0,            0.003565,            0.003565,            0.003565
                 197,            0.088031,            0.023687,                   0,             0.99819,                   1,               0.995,               0.199,            0.019162,           0.0091794,                   0,            0.003532,            0.003532,            0.003532
                 198,            0.031947,            0.023451,                   0,             0.99819,                   1,               0.995,               0.199,            0.019162,           0.0091794,                   0,            0.003499,            0.003499,            0.003499
                 199,            0.029585,            0.019218,                   0,              0.9982,                   1,               0.995,               0.199,            0.017591,           0.0092089,                   0,            0.003466,            0.003466,            0.003466
                 200,            0.027565,            0.018454,                   0,              0.9982,                   1,               0.995,               0.199,            0.017591,           0.0092089,                   0,            0.003433,            0.003433,            0.003433
                 201,             0.03916,            0.026023,                   0,              0.9982,                   1,               0.995,               0.199,            0.017591,           0.0092089,                   0,              0.0034,              0.0034,              0.0034
                 202,             0.02911,            0.025638,                   0,              0.9982,                   1,               0.995,               0.199,            0.017591,           0.0092089,                   0,            0.003367,            0.003367,            0.003367
                 203,            0.040924,            0.021769,                   0,             0.99871,                   1,               0.995,              0.2985,            0.017219,           0.0090283,                   0,            0.003334,            0.003334,            0.003334
                 204,            0.036105,            0.021574,                   0,             0.99871,                   1,               0.995,              0.2985,            0.017219,           0.0090283,                   0,            0.003301,            0.003301,            0.003301
                 205,            0.046762,             0.01655,                   0,             0.99871,                   1,               0.995,              0.2985,            0.017219,           0.0090283,                   0,            0.003268,            0.003268,            0.003268
                 206,            0.039192,            0.022216,                   0,             0.99871,                   1,               0.995,              0.2985,            0.017219,           0.0090283,                   0,            0.003235,            0.003235,            0.003235
                 207,            0.049402,            0.019284,                   0,              0.9994,                   1,               0.995,              0.2985,            0.017905,           0.0087521,                   0,            0.003202,            0.003202,            0.003202
                 208,            0.038299,            0.021804,                   0,              0.9994,                   1,               0.995,              0.2985,            0.017905,           0.0087521,                   0,            0.003169,            0.003169,            0.003169
                 209,            0.041952,            0.017042,                   0,              0.9994,                   1,               0.995,              0.2985,            0.017905,           0.0087521,                   0,            0.003136,            0.003136,            0.003136
                 210,            0.037217,            0.031354,                   0,              0.9994,                   1,               0.995,              0.2985,            0.017905,           0.0087521,                   0,            0.003103,            0.003103,            0.003103
                 211,            0.037759,            0.020242,                   0,             0.99792,                   1,               0.995,              0.2985,            0.018957,            0.008446,                   0,             0.00307,             0.00307,             0.00307
                 212,            0.036932,             0.01675,                   0,             0.99792,                   1,               0.995,              0.2985,            0.018957,            0.008446,                   0,            0.003037,            0.003037,            0.003037
                 213,            0.045735,            0.016923,                   0,             0.99792,                   1,               0.995,              0.2985,            0.018957,            0.008446,                   0,            0.003004,            0.003004,            0.003004
                 214,            0.045075,            0.017041,                   0,             0.99792,                   1,               0.995,              0.2985,            0.018957,            0.008446,                   0,            0.002971,            0.002971,            0.002971
